strain_id,A_MTX_5-FC.HNM1_MID2,A_MTX_Fluconazole.HNM1_MID2,A_MTX_Metformin.HNM1_MID2,A_MTX_Trifluoperazine.HNM1_MID2,A_MTX_noDrug.HNM1_MID2,A_noMTX_5-FC.HNM1_MID2,A_noMTX_Fluconazole.HNM1_MID2,A_noMTX_Metformin.HNM1_MID2,A_noMTX_Trifluoperazine.HNM1_MID2,A_noMTX_noDrug.HNM1_MID2,B_MTX_5-FC.HNM1_MID2,B_MTX_Fluconazole.HNM1_MID2,B_MTX_Metformin.HNM1_MID2,B_MTX_Trifluoperazine.HNM1_MID2,B_MTX_noDrug.HNM1_MID2,B_noMTX_5-FC.HNM1_MID2,B_noMTX_Fluconazole.HNM1_MID2,B_noMTX_Metformin.HNM1_MID2,B_noMTX_Trifluoperazine.HNM1_MID2,B_noMTX_noDrug.HNM1_MID2,T0_noMTX_noDrug.HNM1_MID2
1005,0.0,1.0,5.0,0.0,0.0,70.0,1.0,29.0,37,7.0,0.0,3.0,2.0,0.0,0.0,59.0,14.0,36.0,25.0,16.0,21.0
1007,1.0,8.0,65.0,0.0,0.0,150.0,94.0,117.0,139,31.0,5.0,6.0,38.0,1.0,2.0,84.0,131.0,124.0,45.0,63.0,35.0
1013,5.0,29.0,3.0,18.0,6.0,20.0,14.0,2.0,27,2.0,16.0,1.0,0.0,2.0,11.0,1.0,6.0,4.0,17.0,9.0,4.0
1016,1.0,0.0,1.0,0.0,4.0,21.0,23.0,5.0,43,0.0,1.0,0.0,2.0,0.0,1.0,4.0,9.0,9.0,15.0,18.0,5.0
1018,265.0,224.0,364.0,179.0,399.0,554.0,47.0,446.0,401,37.0,1389.0,25.0,379.0,140.0,178.0,182.0,45.0,369.0,89.0,120.0,38.0
1020,1528.0,165.0,794.0,1449.0,2555.0,1144.0,82.0,906.0,724,45.0,9762.0,8.0,1690.0,1314.0,1783.0,221.0,85.0,989.0,275.0,196.0,158.0
1025,15.0,43.0,78.0,9.0,12.0,752.0,431.0,348.0,359,23.0,21.0,24.0,100.0,11.0,6.0,231.0,208.0,495.0,209.0,239.0,78.0
1027,4.0,19.0,64.0,0.0,0.0,224.0,237.0,228.0,60,3.0,3.0,1.0,160.0,0.0,0.0,78.0,90.0,208.0,47.0,64.0,37.0
1035,11.0,17.0,3.0,10.0,23.0,3.0,3.0,3.0,8,0.0,34.0,6.0,11.0,14.0,6.0,1.0,1.0,8.0,2.0,2.0,3.0
1038,661.0,33.0,214.0,435.0,775.0,447.0,93.0,325.0,563,52.0,4223.0,1.0,690.0,549.0,533.0,282.0,173.0,330.0,180.0,132.0,207.0
1040,14.0,20.0,91.0,10.0,8.0,1475.0,110.0,849.0,1519,134.0,30.0,6.0,225.0,16.0,9.0,551.0,336.0,1086.0,467.0,306.0,123.0
1046,1.0,3.0,26.0,0.0,0.0,215.0,186.0,125.0,274,9.0,9.0,0.0,40.0,2.0,0.0,131.0,51.0,244.0,91.0,82.0,87.0
1050,23.0,7.0,15.0,12.0,32.0,46.0,2.0,38.0,90,9.0,151.0,3.0,65.0,32.0,30.0,15.0,17.0,19.0,21.0,16.0,10.0
1065,10.0,19.0,1.0,0.0,6.0,13.0,0.0,30.0,13,1.0,11.0,15.0,2.0,2.0,1.0,6.0,3.0,0.0,5.0,1.0,4.0
1069,1065.0,2902.0,421.0,410.0,1171.0,490.0,549.0,728.0,323,17.0,8815.0,2176.0,1713.0,639.0,805.0,262.0,722.0,638.0,155.0,162.0,189.0
107,4.0,23.0,4.0,2.0,0.0,18.0,8.0,21.0,11,3.0,21.0,2.0,43.0,3.0,1.0,5.0,6.0,31.0,8.0,8.0,9.0
113,5.0,5.0,3.0,2.0,2.0,4.0,7.0,5.0,18,2.0,8.0,1.0,7.0,4.0,0.0,4.0,5.0,5.0,4.0,2.0,8.0
119,0.0,6.0,1.0,2.0,3.0,0.0,3.0,2.0,6,0.0,2.0,7.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0
124,45.0,8.0,15.0,18.0,91.0,43.0,18.0,39.0,54,1.0,242.0,1.0,184.0,22.0,28.0,37.0,4.0,65.0,13.0,11.0,24.0
128,2.0,22.0,71.0,1.0,1.0,942.0,113.0,545.0,427,24.0,7.0,4.0,243.0,0.0,0.0,418.0,80.0,577.0,218.0,217.0,229.0
132,15.0,255.0,171.0,0.0,1.0,472.0,60.0,536.0,472,14.0,51.0,61.0,376.0,2.0,3.0,171.0,82.0,466.0,251.0,175.0,135.0
133,1.0,3.0,12.0,0.0,2.0,97.0,9.0,71.0,352,5.0,2.0,0.0,2.0,1.0,0.0,6.0,54.0,30.0,25.0,15.0,12.0
136,0.0,2.0,0.0,0.0,1.0,17.0,137.0,20.0,85,6.0,1.0,6.0,26.0,1.0,0.0,26.0,34.0,15.0,28.0,8.0,15.0
14,309.0,641.0,135.0,255.0,532.0,366.0,38.0,247.0,319,59.0,2084.0,5.0,479.0,469.0,484.0,175.0,35.0,243.0,130.0,160.0,170.0
146,2044.0,76.0,769.0,1233.0,2478.0,2284.0,2165.0,1427.0,2002,143.0,9963.0,26.0,2673.0,1304.0,1989.0,1267.0,240.0,2117.0,972.0,783.0,749.0
15,20.0,10.0,46.0,3.0,14.0,135.0,12.0,44.0,135,5.0,151.0,0.0,52.0,17.0,11.0,59.0,139.0,89.0,27.0,51.0,24.0
151,1.0,1.0,9.0,2.0,4.0,14.0,6.0,9.0,6,0.0,8.0,0.0,2.0,2.0,0.0,20.0,3.0,12.0,12.0,5.0,12.0
153,0.0,0.0,50.0,0.0,0.0,153.0,21.0,68.0,83,9.0,0.0,0.0,53.0,1.0,0.0,63.0,51.0,163.0,41.0,60.0,26.0
17,2.0,11.0,0.0,0.0,0.0,2.0,3.0,2.0,4,0.0,2.0,4.0,1.0,2.0,0.0,0.0,3.0,2.0,3.0,0.0,3.0
171,55.0,3.0,7.0,9.0,28.0,79.0,145.0,30.0,128,2.0,127.0,11.0,15.0,35.0,8.0,32.0,199.0,42.0,32.0,41.0,43.0
175,0.0,0.0,1.0,0.0,0.0,16.0,140.0,5.0,34,2.0,1.0,0.0,1.0,0.0,0.0,19.0,192.0,11.0,6.0,23.0,4.0
180,1.0,5.0,14.0,0.0,0.0,177.0,49.0,35.0,74,3.0,7.0,0.0,5.0,0.0,0.0,36.0,11.0,48.0,35.0,80.0,26.0
180_2,3.0,8.0,1.0,0.0,7.0,148.0,49.0,18.0,132,11.0,5.0,0.0,17.0,0.0,2.0,37.0,67.0,42.0,58.0,41.0,33.0
185,21.0,10.0,10.0,18.0,34.0,19.0,2.0,7.0,29,2.0,89.0,2.0,18.0,27.0,10.0,6.0,2.0,19.0,9.0,5.0,7.0
187,6.0,0.0,42.0,4.0,2.0,90.0,7.0,104.0,53,1.0,17.0,1.0,98.0,1.0,1.0,63.0,2.0,61.0,25.0,52.0,41.0
188,11.0,23.0,217.0,1.0,6.0,130.0,1.0,105.0,176,15.0,11.0,12.0,85.0,4.0,2.0,43.0,7.0,103.0,35.0,30.0,18.0
192,3.0,25.0,3.0,1.0,6.0,25.0,10.0,9.0,45,0.0,6.0,16.0,6.0,5.0,2.0,4.0,13.0,23.0,13.0,14.0,4.0
20,3.0,3.0,13.0,0.0,1.0,65.0,0.0,67.0,24,0.0,3.0,0.0,47.0,2.0,0.0,23.0,4.0,30.0,5.0,3.0,12.0
209,0.0,6.0,10.0,0.0,2.0,77.0,3.0,14.0,43,4.0,4.0,1.0,31.0,1.0,1.0,19.0,19.0,33.0,27.0,8.0,31.0
210,1.0,1.0,1.0,1.0,2.0,22.0,1.0,15.0,45,7.0,3.0,0.0,3.0,5.0,1.0,17.0,4.0,5.0,21.0,5.0,5.0
226,143.0,31.0,95.0,191.0,193.0,305.0,154.0,128.0,308,4.0,725.0,18.0,186.0,182.0,173.0,116.0,71.0,189.0,129.0,104.0,256.0
235,0.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,1,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,5.0,2.0,3.0
240,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0
248,6.0,1.0,0.0,21.0,0.0,49.0,4.0,120.0,134,4.0,20.0,0.0,11.0,4.0,0.0,22.0,3.0,22.0,41.0,23.0,12.0
250,5.0,2.0,0.0,1.0,1.0,21.0,1.0,0.0,5,1.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,10.0,7.0,2.0,3.0
252,3.0,3.0,0.0,0.0,0.0,5.0,13.0,1.0,10,0.0,2.0,1.0,2.0,0.0,0.0,6.0,1.0,3.0,8.0,1.0,3.0
253,8.0,11.0,0.0,7.0,18.0,8.0,15.0,104.0,68,15.0,8.0,12.0,72.0,1.0,17.0,28.0,2.0,17.0,9.0,4.0,9.0
254,9.0,8.0,80.0,0.0,1.0,126.0,120.0,142.0,198,20.0,25.0,2.0,216.0,3.0,0.0,77.0,145.0,171.0,68.0,46.0,73.0
257,3.0,5.0,2.0,2.0,3.0,49.0,100.0,17.0,117,1.0,0.0,4.0,6.0,0.0,0.0,33.0,98.0,55.0,70.0,55.0,47.0
258,156.0,12.0,50.0,57.0,176.0,252.0,19.0,180.0,209,14.0,621.0,1.0,180.0,43.0,129.0,198.0,83.0,191.0,60.0,69.0,71.0
27,0.0,1.0,1.0,0.0,3.0,14.0,1.0,2.0,37,2.0,0.0,0.0,1.0,1.0,1.0,8.0,0.0,4.0,2.0,4.0,3.0
270,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0
271,0.0,1.0,16.0,0.0,0.0,188.0,458.0,111.0,187,22.0,1.0,11.0,52.0,0.0,0.0,84.0,55.0,69.0,37.0,84.0,41.0
272,1.0,0.0,12.0,0.0,1.0,64.0,1.0,10.0,49,4.0,3.0,5.0,2.0,0.0,0.0,17.0,10.0,39.0,13.0,23.0,9.0
277,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0
286,12.0,1.0,9.0,2.0,1.0,37.0,0.0,30.0,6,0.0,4.0,2.0,5.0,2.0,14.0,1.0,0.0,13.0,3.0,7.0,3.0
289,4.0,5.0,42.0,0.0,0.0,643.0,235.0,433.0,362,22.0,23.0,0.0,174.0,1.0,4.0,207.0,584.0,434.0,147.0,166.0,199.0
29,1.0,2.0,1.0,1.0,2.0,22.0,2.0,11.0,131,2.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,30.0,48.0,19.0,10.0
291,0.0,1.0,1.0,0.0,1.0,3.0,1.0,5.0,7,2.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,2.0,1.0,0.0
294,6.0,28.0,169.0,0.0,4.0,728.0,659.0,186.0,483,21.0,24.0,46.0,217.0,1.0,1.0,226.0,727.0,242.0,174.0,143.0,61.0
296,0.0,22.0,62.0,0.0,1.0,316.0,46.0,209.0,228,43.0,7.0,15.0,139.0,0.0,1.0,71.0,719.0,201.0,101.0,58.0,56.0
299,3.0,1.0,8.0,1.0,1.0,124.0,69.0,35.0,174,10.0,3.0,0.0,13.0,1.0,0.0,53.0,11.0,147.0,41.0,23.0,17.0
307,8.0,1.0,0.0,0.0,3.0,26.0,8.0,18.0,156,5.0,10.0,0.0,1.0,3.0,0.0,33.0,28.0,23.0,16.0,25.0,11.0
308,11.0,0.0,2.0,0.0,2.0,6.0,1.0,1.0,11,0.0,6.0,1.0,3.0,0.0,1.0,2.0,1.0,2.0,5.0,1.0,3.0
31,14.0,5.0,4.0,1.0,10.0,4.0,9.0,1.0,19,0.0,23.0,0.0,13.0,31.0,1.0,1.0,162.0,15.0,14.0,11.0,7.0
311,2.0,0.0,2.0,0.0,1.0,4.0,5.0,2.0,7,0.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,5.0,4.0,5.0,5.0
312,59.0,10.0,132.0,81.0,114.0,136.0,4.0,94.0,48,21.0,244.0,6.0,136.0,27.0,124.0,26.0,55.0,90.0,81.0,31.0,8.0
32,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
320,685.0,31.0,887.0,78.0,497.0,1028.0,73.0,664.0,1115,101.0,1744.0,0.0,858.0,119.0,274.0,455.0,155.0,717.0,330.0,251.0,79.0
323,16.0,17.0,4.0,4.0,17.0,93.0,11.0,36.0,72,3.0,72.0,14.0,13.0,15.0,6.0,30.0,4.0,133.0,23.0,21.0,17.0
325,2.0,6.0,16.0,0.0,0.0,218.0,37.0,221.0,284,23.0,1.0,0.0,80.0,0.0,0.0,83.0,33.0,245.0,49.0,76.0,43.0
33,0.0,0.0,40.0,0.0,0.0,104.0,10.0,108.0,160,15.0,0.0,1.0,57.0,1.0,0.0,45.0,5.0,116.0,47.0,44.0,76.0
335,63.0,0.0,19.0,32.0,34.0,180.0,4.0,42.0,16,2.0,21.0,0.0,39.0,16.0,21.0,20.0,0.0,52.0,8.0,23.0,9.0
336,57.0,9.0,31.0,14.0,55.0,76.0,69.0,31.0,53,1.0,467.0,3.0,51.0,36.0,59.0,31.0,17.0,70.0,51.0,28.0,47.0
337,1.0,9.0,56.0,0.0,2.0,351.0,214.0,228.0,226,18.0,0.0,6.0,137.0,1.0,4.0,188.0,76.0,607.0,163.0,120.0,48.0
339,140.0,379.0,25.0,45.0,70.0,103.0,49.0,76.0,142,9.0,331.0,47.0,97.0,52.0,67.0,40.0,542.0,102.0,77.0,44.0,25.0
347,7.0,0.0,51.0,0.0,0.0,319.0,14.0,76.0,82,11.0,3.0,0.0,36.0,0.0,1.0,182.0,19.0,134.0,42.0,55.0,37.0
348,15.0,1.0,2.0,5.0,2.0,44.0,12.0,24.0,110,0.0,52.0,0.0,4.0,3.0,9.0,42.0,27.0,34.0,37.0,36.0,32.0
350,45.0,401.0,9.0,17.0,56.0,117.0,109.0,30.0,115,7.0,213.0,17.0,25.0,31.0,18.0,37.0,34.0,43.0,59.0,22.0,19.0
354,4.0,1.0,1.0,0.0,0.0,17.0,2.0,5.0,8,1.0,2.0,1.0,4.0,0.0,0.0,4.0,5.0,4.0,3.0,6.0,3.0
358,2.0,0.0,2.0,2.0,1.0,19.0,44.0,6.0,40,0.0,24.0,0.0,0.0,2.0,1.0,7.0,5.0,15.0,22.0,12.0,7.0
359,4.0,11.0,2.0,18.0,13.0,19.0,10.0,0.0,12,1.0,5.0,2.0,6.0,24.0,12.0,3.0,3.0,5.0,2.0,5.0,3.0
36,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
364,2.0,33.0,0.0,8.0,5.0,33.0,3.0,12.0,44,0.0,16.0,7.0,1.0,3.0,2.0,29.0,31.0,15.0,15.0,7.0,11.0
375,233.0,0.0,48.0,135.0,233.0,91.0,13.0,57.0,41,4.0,1654.0,0.0,126.0,202.0,130.0,37.0,7.0,63.0,23.0,26.0,41.0
383,5.0,5.0,29.0,0.0,2.0,228.0,31.0,63.0,129,7.0,3.0,3.0,25.0,0.0,0.0,68.0,8.0,113.0,42.0,39.0,26.0
385,7.0,13.0,0.0,1.0,3.0,1.0,1.0,0.0,6,0.0,7.0,5.0,3.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,1.0
392,3.0,15.0,37.0,0.0,7.0,247.0,48.0,216.0,319,29.0,7.0,2.0,50.0,0.0,1.0,169.0,28.0,379.0,175.0,93.0,42.0
397,1.0,1.0,0.0,0.0,0.0,7.0,1.0,7.0,25,0.0,3.0,0.0,4.0,0.0,0.0,4.0,8.0,7.0,11.0,7.0,5.0
399,25.0,1191.0,194.0,14.0,5.0,442.0,72.0,311.0,366,19.0,58.0,332.0,341.0,13.0,1.0,184.0,386.0,458.0,160.0,129.0,97.0
40,3.0,1.0,1.0,5.0,13.0,3.0,0.0,1.0,2,0.0,5.0,3.0,3.0,4.0,4.0,1.0,0.0,1.0,2.0,1.0,1.0
400,409.0,5.0,105.0,224.0,755.0,222.0,3.0,82.0,184,29.0,3097.0,0.0,458.0,537.0,445.0,115.0,2.0,132.0,66.0,81.0,68.0
406,0.0,8.0,52.0,0.0,0.0,357.0,205.0,585.0,453,78.0,1.0,2.0,195.0,0.0,0.0,146.0,56.0,462.0,182.0,92.0,67.0
408,0.0,3.0,8.0,0.0,0.0,75.0,3.0,29.0,24,4.0,0.0,2.0,18.0,0.0,0.0,11.0,3.0,74.0,13.0,12.0,17.0
409,612.0,60.0,41.0,334.0,269.0,425.0,159.0,113.0,641,33.0,1776.0,55.0,113.0,476.0,140.0,310.0,514.0,143.0,239.0,125.0,91.0
40_2,0.0,1.0,0.0,1.0,4.0,2.0,0.0,0.0,1,0.0,4.0,8.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
412,21.0,14.0,2.0,11.0,21.0,168.0,235.0,29.0,134,3.0,90.0,3.0,5.0,13.0,5.0,112.0,64.0,35.0,61.0,24.0,13.0
418,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2,0.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,2.0,2.0,0.0
419,6.0,2.0,47.0,0.0,0.0,315.0,3.0,83.0,166,13.0,14.0,0.0,183.0,0.0,1.0,120.0,63.0,138.0,85.0,83.0,29.0
420,1.0,1.0,5.0,0.0,1.0,132.0,5.0,50.0,165,6.0,3.0,0.0,4.0,2.0,0.0,59.0,44.0,77.0,60.0,29.0,10.0
421,53.0,161.0,71.0,39.0,129.0,114.0,14.0,103.0,47,8.0,713.0,5.0,113.0,54.0,58.0,23.0,16.0,94.0,49.0,35.0,8.0
426,7.0,8.0,4.0,6.0,16.0,26.0,9.0,10.0,25,1.0,10.0,1.0,9.0,12.0,4.0,15.0,80.0,29.0,17.0,15.0,7.0
43,0.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,1.0
431,1.0,1.0,29.0,1.0,0.0,39.0,1.0,41.0,23,3.0,2.0,0.0,65.0,1.0,1.0,16.0,2.0,66.0,15.0,37.0,18.0
433,11.0,2.0,3.0,2.0,11.0,96.0,550.0,33.0,96,8.0,50.0,2.0,28.0,7.0,3.0,62.0,29.0,58.0,53.0,34.0,68.0
434,5.0,2.0,56.0,2.0,31.0,42.0,40.0,14.0,56,6.0,59.0,1.0,14.0,7.0,12.0,29.0,42.0,37.0,50.0,19.0,38.0
437,52.0,7.0,6.0,8.0,15.0,10.0,9.0,6.0,13,2.0,41.0,3.0,11.0,13.0,7.0,9.0,8.0,12.0,6.0,5.0,6.0
438,6.0,43.0,3.0,0.0,3.0,193.0,625.0,32.0,106,2.0,2.0,27.0,13.0,0.0,0.0,84.0,491.0,36.0,51.0,32.0,110.0
439,0.0,9.0,0.0,3.0,0.0,29.0,18.0,12.0,37,3.0,2.0,6.0,0.0,1.0,0.0,8.0,161.0,35.0,15.0,13.0,8.0
43_ref1,3.0,1.0,0.0,0.0,3.0,6.0,501.0,0.0,22,1.0,2.0,1.0,1.0,3.0,0.0,4.0,160.0,9.0,19.0,2.0,204.0
43_ref2,2.0,7.0,2.0,3.0,5.0,55.0,42.0,69.0,129,25.0,6.0,2.0,3.0,2.0,3.0,19.0,18.0,54.0,72.0,21.0,390.0
442,22.0,6.0,7.0,12.0,20.0,13.0,3.0,7.0,17,2.0,44.0,0.0,14.0,26.0,6.0,3.0,6.0,13.0,18.0,5.0,5.0
444,4.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,7,0.0,4.0,0.0,2.0,1.0,0.0,2.0,1.0,5.0,5.0,1.0,5.0
446,1.0,13.0,9.0,0.0,0.0,76.0,7.0,21.0,67,6.0,2.0,4.0,3.0,0.0,0.0,15.0,72.0,44.0,39.0,72.0,12.0
45,0.0,1.0,0.0,0.0,1.0,3.0,6.0,2.0,8,1.0,2.0,0.0,3.0,0.0,0.0,3.0,5.0,7.0,4.0,5.0,1.0
450,4.0,16.0,53.0,1.0,1.0,159.0,15.0,193.0,228,11.0,3.0,0.0,124.0,1.0,1.0,100.0,3.0,171.0,84.0,65.0,30.0
452,0.0,2.0,0.0,0.0,3.0,6.0,2.0,3.0,5,0.0,7.0,1.0,1.0,1.0,0.0,2.0,4.0,5.0,3.0,2.0,1.0
458,0.0,4.0,6.0,0.0,1.0,111.0,4.0,114.0,329,30.0,2.0,1.0,58.0,0.0,0.0,75.0,47.0,272.0,70.0,64.0,65.0
459,39.0,19.0,6.0,30.0,48.0,37.0,271.0,26.0,73,14.0,85.0,21.0,26.0,33.0,1.0,19.0,12.0,41.0,42.0,28.0,19.0
460,164.0,553.0,195.0,40.0,277.0,620.0,52.0,298.0,317,37.0,1206.0,201.0,599.0,66.0,163.0,235.0,343.0,939.0,154.0,171.0,76.0
