strain_id,A_MTX_5-FC.HNM1_MID2,A_MTX_Fluconazole.HNM1_MID2,A_MTX_Metformin.HNM1_MID2,A_MTX_Trifluoperazine.HNM1_MID2,A_MTX_noDrug.HNM1_MID2,A_noMTX_5-FC.HNM1_MID2,A_noMTX_Fluconazole.HNM1_MID2,A_noMTX_Metformin.HNM1_MID2,A_noMTX_Trifluoperazine.HNM1_MID2,A_noMTX_noDrug.HNM1_MID2,B_MTX_5-FC.HNM1_MID2,B_MTX_Fluconazole.HNM1_MID2,B_MTX_Metformin.HNM1_MID2,B_MTX_Trifluoperazine.HNM1_MID2,B_MTX_noDrug.HNM1_MID2,B_noMTX_5-FC.HNM1_MID2,B_noMTX_Fluconazole.HNM1_MID2,B_noMTX_Metformin.HNM1_MID2,B_noMTX_Trifluoperazine.HNM1_MID2,B_noMTX_noDrug.HNM1_MID2,T0_noMTX_noDrug.HNM1_MID2
748,7.0,9.0,73.0,2.0,30.0,204.0,113.0,132.0,171,12.0,10.0,6.0,118.0,9.0,3.0,118.0,14.0,203.0,70.0,41.0,108.0
749,2.0,3.0,7.0,0.0,7.0,43.0,294.0,14.0,39,6.0,3.0,1.0,9.0,1.0,0.0,26.0,263.0,45.0,22.0,19.0,6.0
754,0.0,23.0,34.0,0.0,0.0,167.0,8.0,181.0,178,18.0,0.0,3.0,43.0,0.0,0.0,71.0,33.0,162.0,98.0,91.0,54.0
755,0.0,5.0,0.0,1.0,0.0,9.0,3.0,7.0,40,1.0,0.0,2.0,0.0,2.0,0.0,1.0,3.0,4.0,6.0,3.0,0.0
756,389.0,499.0,442.0,577.0,800.0,355.0,535.0,307.0,300,35.0,1624.0,358.0,493.0,655.0,510.0,337.0,246.0,712.0,489.0,128.0,362.0
760,331.0,68.0,502.0,58.0,292.0,605.0,144.0,253.0,400,31.0,1186.0,1509.0,308.0,84.0,157.0,220.0,17.0,410.0,161.0,177.0,49.0
77,40.0,39.0,82.0,21.0,149.0,227.0,13.0,47.0,61,17.0,365.0,13.0,109.0,7.0,48.0,50.0,7.0,72.0,26.0,26.0,18.0
772,5.0,78.0,17.0,5.0,34.0,22.0,11.0,18.0,36,6.0,3.0,15.0,72.0,25.0,11.0,12.0,16.0,54.0,6.0,18.0,5.0
775,2.0,20.0,207.0,5.0,0.0,371.0,16.0,321.0,310,45.0,23.0,6.0,272.0,3.0,0.0,223.0,25.0,524.0,189.0,120.0,195.0
778,410.0,30.0,280.0,89.0,502.0,743.0,93.0,383.0,1060,60.0,3266.0,4.0,627.0,166.0,325.0,324.0,83.0,553.0,379.0,213.0,110.0
78,0.0,1.0,6.0,0.0,0.0,78.0,0.0,97.0,88,15.0,0.0,0.0,2.0,0.0,1.0,57.0,5.0,41.0,49.0,31.0,9.0
782,0.0,3.0,216.0,0.0,1.0,188.0,3.0,178.0,110,20.0,3.0,2.0,75.0,0.0,0.0,114.0,85.0,204.0,53.0,69.0,32.0
783,267.0,8347.0,102.0,337.0,543.0,347.0,121.0,218.0,75,7.0,2185.0,3218.0,338.0,461.0,395.0,107.0,109.0,121.0,40.0,57.0,48.0
784,7.0,85.0,12.0,0.0,2.0,162.0,44.0,55.0,148,6.0,9.0,21.0,45.0,1.0,0.0,55.0,374.0,68.0,89.0,92.0,25.0
789,0.0,6.0,4.0,0.0,0.0,135.0,1.0,71.0,121,13.0,1.0,1.0,42.0,0.0,0.0,30.0,77.0,141.0,50.0,89.0,68.0
790,31.0,138.0,119.0,14.0,43.0,392.0,332.0,453.0,626,26.0,190.0,51.0,445.0,32.0,21.0,198.0,619.0,637.0,244.0,208.0,248.0
791,21.0,178.0,8.0,24.0,39.0,50.0,262.0,32.0,61,6.0,103.0,40.0,46.0,43.0,12.0,15.0,50.0,78.0,26.0,30.0,24.0
795,687.0,37.0,6854.0,106.0,92.0,13018.0,1685.0,14596.0,7578,885.0,2559.0,6.0,15463.0,98.0,48.0,4788.0,1463.0,16570.0,2850.0,3074.0,1769.0
796,4.0,240.0,37.0,2.0,0.0,404.0,860.0,369.0,1200,105.0,14.0,84.0,108.0,0.0,1.0,230.0,283.0,514.0,479.0,279.0,155.0
797,2.0,9.0,2.0,0.0,1.0,24.0,25.0,7.0,40,2.0,4.0,3.0,17.0,3.0,1.0,27.0,18.0,3.0,21.0,7.0,10.0
798,7.0,65.0,80.0,1.0,2.0,1498.0,606.0,1033.0,1477,154.0,9.0,6.0,196.0,0.0,0.0,806.0,563.0,1364.0,499.0,655.0,146.0
800,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,12,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,3.0,5.0,6.0,3.0
801,5.0,1023.0,1.0,11.0,10.0,3.0,10.0,7.0,12,2.0,13.0,269.0,5.0,6.0,2.0,2.0,8.0,8.0,3.0,7.0,18.0
803,0.0,3.0,2.0,1.0,0.0,58.0,4.0,50.0,53,7.0,1.0,1.0,1.0,0.0,0.0,14.0,57.0,49.0,26.0,15.0,6.0
804,13.0,87.0,14.0,9.0,25.0,43.0,16.0,25.0,136,5.0,89.0,24.0,16.0,26.0,6.0,18.0,10.0,32.0,47.0,36.0,14.0
805,144.0,1514.0,472.0,20.0,165.0,149.0,89.0,182.0,79,9.0,771.0,588.0,119.0,15.0,211.0,89.0,91.0,180.0,53.0,69.0,23.0
807,0.0,2.0,6.0,0.0,1.0,157.0,118.0,29.0,52,1.0,0.0,0.0,21.0,0.0,2.0,31.0,4.0,123.0,27.0,23.0,6.0
808,8.0,13.0,18.0,6.0,17.0,77.0,15.0,69.0,147,11.0,24.0,5.0,49.0,8.0,3.0,26.0,39.0,64.0,49.0,25.0,30.0
809,232.0,28.0,193.0,61.0,423.0,209.0,17.0,188.0,236,27.0,1299.0,18.0,406.0,130.0,290.0,144.0,331.0,322.0,107.0,117.0,51.0
81,26.0,8203.0,11.0,19.0,17.0,58.0,158.0,11.0,33,4.0,104.0,1626.0,8.0,26.0,20.0,5.0,2.0,19.0,46.0,32.0,14.0
811,11.0,20.0,5.0,42.0,18.0,49.0,13.0,24.0,85,5.0,65.0,2.0,10.0,25.0,13.0,19.0,0.0,84.0,36.0,12.0,14.0
812,3.0,4.0,1.0,0.0,3.0,7.0,4.0,8.0,58,4.0,8.0,1.0,14.0,2.0,0.0,7.0,3.0,15.0,13.0,18.0,10.0
813,28.0,26.0,99.0,22.0,31.0,301.0,354.0,241.0,628,26.0,83.0,8.0,75.0,41.0,25.0,145.0,72.0,243.0,311.0,138.0,34.0
819,6.0,7.0,299.0,2.0,4.0,1731.0,266.0,792.0,872,63.0,20.0,15.0,460.0,7.0,1.0,722.0,497.0,1219.0,594.0,279.0,221.0
821,3.0,4.0,27.0,0.0,2.0,209.0,271.0,41.0,99,17.0,4.0,1.0,12.0,0.0,0.0,105.0,126.0,83.0,24.0,78.0,37.0
823,27.0,8.0,127.0,12.0,47.0,85.0,242.0,49.0,222,10.0,72.0,8.0,186.0,25.0,7.0,79.0,42.0,135.0,64.0,36.0,33.0
830,0.0,0.0,0.0,0.0,0.0,4.0,3.0,5.0,6,0.0,4.0,0.0,1.0,2.0,0.0,4.0,3.0,6.0,5.0,4.0,2.0
833,28.0,7217.0,12.0,15.0,22.0,43.0,9.0,40.0,89,3.0,42.0,25.0,35.0,26.0,19.0,19.0,84.0,65.0,24.0,28.0,17.0
835,88.0,117.0,38.0,23.0,26.0,48.0,14.0,40.0,36,2.0,214.0,16.0,38.0,45.0,11.0,26.0,3.0,50.0,14.0,24.0,46.0
837,50.0,3.0,69.0,31.0,217.0,318.0,106.0,373.0,270,33.0,316.0,7.0,131.0,29.0,24.0,126.0,121.0,251.0,131.0,112.0,40.0
838,32877.0,8242.0,23185.0,26341.0,57586.0,32579.0,5196.0,21111.0,14974,1071.0,198026.0,4498.0,39568.0,33715.0,41656.0,10688.0,2457.0,27468.0,7942.0,7791.0,5903.0
839,16.0,1.0,23.0,8.0,42.0,75.0,10.0,48.0,33,5.0,64.0,1.0,45.0,34.0,11.0,41.0,21.0,61.0,41.0,35.0,12.0
841,13.0,2345.0,20.0,42.0,12.0,77.0,9.0,15.0,123,4.0,51.0,2008.0,21.0,45.0,7.0,24.0,11.0,41.0,49.0,26.0,85.0
842,345.0,4600.0,345.0,276.0,546.0,365.0,106.0,130.0,314,31.0,2122.0,213.0,517.0,393.0,200.0,176.0,139.0,242.0,126.0,127.0,181.0
843,8.0,118.0,66.0,2.0,12.0,821.0,1582.0,575.0,1543,118.0,21.0,20.0,180.0,9.0,4.0,594.0,4689.0,1609.0,696.0,696.0,557.0
848,2.0,7.0,2.0,0.0,9.0,7.0,0.0,3.0,12,3.0,3.0,1.0,5.0,2.0,0.0,1.0,0.0,2.0,4.0,2.0,4.0
850,10.0,114.0,287.0,2.0,3.0,1405.0,543.0,1200.0,1641,89.0,67.0,15.0,699.0,3.0,0.0,752.0,363.0,1469.0,634.0,395.0,308.0
853,316.0,496.0,137.0,131.0,368.0,240.0,44.0,303.0,234,22.0,2105.0,1440.0,1081.0,295.0,298.0,116.0,708.0,296.0,129.0,112.0,263.0
854,12.0,21.0,83.0,2.0,5.0,146.0,24.0,80.0,81,6.0,27.0,6.0,23.0,1.0,0.0,25.0,16.0,114.0,14.0,30.0,28.0
857,2.0,364.0,1822.0,2.0,7.0,7188.0,560.0,9746.0,5232,376.0,196.0,24.0,2378.0,0.0,5.0,2969.0,1718.0,6083.0,3058.0,2561.0,1180.0
859,89.0,549.0,39.0,77.0,68.0,84.0,48.0,53.0,74,5.0,330.0,18.0,99.0,68.0,34.0,28.0,52.0,56.0,31.0,39.0,34.0
860,32.0,50.0,50.0,24.0,40.0,176.0,31.0,153.0,285,20.0,101.0,13.0,79.0,53.0,15.0,93.0,35.0,236.0,110.0,106.0,66.0
862,112.0,18.0,38.0,62.0,115.0,73.0,15.0,56.0,147,12.0,292.0,11.0,97.0,95.0,49.0,22.0,15.0,105.0,52.0,46.0,34.0
868,6.0,0.0,15.0,30.0,56.0,18.0,5.0,21.0,34,3.0,70.0,0.0,12.0,36.0,17.0,5.0,1.0,27.0,8.0,11.0,26.0
869,34.0,0.0,3.0,14.0,45.0,32.0,1.0,3.0,10,1.0,142.0,1.0,30.0,5.0,8.0,7.0,4.0,20.0,17.0,9.0,8.0
87,1.0,15.0,1.0,0.0,9.0,16.0,0.0,5.0,21,3.0,2.0,9.0,3.0,2.0,0.0,0.0,2.0,19.0,4.0,8.0,10.0
870,2.0,7.0,0.0,0.0,0.0,4.0,4.0,6.0,27,2.0,35.0,7.0,1.0,2.0,3.0,8.0,2.0,18.0,11.0,4.0,5.0
871,0.0,8.0,1.0,1.0,0.0,8.0,3.0,23.0,6,2.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,10.0,4.0,3.0,1.0
879,1.0,0.0,0.0,0.0,0.0,10.0,5.0,4.0,5,1.0,0.0,0.0,16.0,0.0,0.0,1.0,1.0,4.0,5.0,12.0,4.0
880,0.0,4.0,0.0,1.0,2.0,3.0,6.0,2.0,14,0.0,1.0,8.0,1.0,0.0,0.0,2.0,1.0,4.0,6.0,2.0,2.0
882,1.0,3.0,0.0,0.0,0.0,4.0,29.0,8.0,47,3.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,10.0,15.0,2.0,2.0
887,8.0,7.0,11.0,5.0,1.0,132.0,100.0,84.0,437,10.0,24.0,1.0,60.0,5.0,0.0,78.0,112.0,124.0,269.0,102.0,75.0
888,110.0,6.0,5.0,55.0,100.0,63.0,18.0,38.0,44,3.0,261.0,1.0,49.0,70.0,54.0,70.0,3.0,50.0,16.0,15.0,15.0
89,463.0,2767.0,35.0,131.0,278.0,161.0,1591.0,136.0,131,11.0,867.0,4413.0,117.0,246.0,268.0,129.0,1325.0,167.0,60.0,159.0,140.0
892,4.0,1.0,36.0,0.0,1.0,30.0,10.0,52.0,19,2.0,8.0,5.0,100.0,0.0,0.0,18.0,1.0,78.0,10.0,24.0,6.0
897,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
904,0.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,2,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,4.0,10.0,6.0,2.0
91,73.0,1431.0,109.0,59.0,58.0,51.0,111.0,129.0,211,16.0,225.0,30.0,127.0,79.0,94.0,43.0,263.0,154.0,78.0,57.0,24.0
911,69.0,362.0,135.0,50.0,235.0,275.0,12.0,298.0,97,6.0,2022.0,169.0,147.0,95.0,138.0,38.0,47.0,91.0,66.0,51.0,59.0
916,135.0,57.0,42.0,20.0,76.0,73.0,266.0,108.0,251,19.0,320.0,62.0,158.0,36.0,27.0,56.0,33.0,102.0,60.0,68.0,39.0
923,2.0,28.0,37.0,2.0,2.0,355.0,172.0,159.0,211,20.0,1.0,12.0,44.0,1.0,0.0,218.0,103.0,223.0,97.0,63.0,207.0
924,3.0,3.0,6.0,0.0,3.0,19.0,2.0,17.0,15,0.0,2.0,8.0,17.0,1.0,0.0,12.0,1.0,80.0,9.0,5.0,12.0
930,4.0,4.0,7.0,1.0,3.0,138.0,100.0,120.0,169,17.0,1.0,3.0,54.0,0.0,0.0,83.0,161.0,121.0,100.0,52.0,18.0
931,81.0,0.0,170.0,26.0,109.0,301.0,42.0,141.0,146,21.0,290.0,7.0,120.0,26.0,47.0,84.0,43.0,109.0,82.0,95.0,40.0
933,1.0,16.0,2.0,0.0,9.0,2.0,2.0,2.0,3,1.0,7.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,6.0,2.0
936,93.0,47.0,81.0,63.0,165.0,196.0,717.0,92.0,324,32.0,672.0,173.0,264.0,187.0,132.0,101.0,287.0,145.0,90.0,83.0,41.0
937,1.0,1.0,3.0,0.0,2.0,6.0,12.0,4.0,51,1.0,4.0,5.0,2.0,1.0,0.0,6.0,10.0,10.0,11.0,8.0,3.0
939,199.0,444.0,276.0,184.0,486.0,282.0,90.0,197.0,246,19.0,2797.0,24.0,443.0,210.0,295.0,116.0,62.0,151.0,116.0,62.0,52.0
94,775.0,3163.0,86.0,251.0,557.0,327.0,36.0,121.0,169,11.0,2625.0,1279.0,392.0,451.0,576.0,138.0,50.0,174.0,107.0,65.0,66.0
941,0.0,1.0,6.0,0.0,4.0,54.0,7.0,24.0,42,4.0,2.0,3.0,12.0,3.0,0.0,25.0,0.0,78.0,17.0,39.0,10.0
942,7.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,9,0.0,72.0,0.0,1.0,3.0,1.0,7.0,1.0,2.0,2.0,2.0,0.0
943,23.0,38.0,1.0,10.0,10.0,49.0,7.0,10.0,40,0.0,51.0,50.0,7.0,7.0,3.0,12.0,30.0,5.0,23.0,18.0,14.0
945,0.0,20.0,23.0,0.0,1.0,12.0,19.0,41.0,40,0.0,0.0,10.0,19.0,0.0,0.0,7.0,2.0,29.0,24.0,15.0,10.0
946,0.0,2.0,0.0,0.0,0.0,3.0,5.0,1.0,14,2.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,3.0,1.0,4.0,4.0
953,5.0,3.0,1.0,0.0,3.0,19.0,4.0,8.0,20,1.0,1.0,1.0,6.0,2.0,4.0,16.0,7.0,2.0,4.0,9.0,10.0
957,42.0,6762.0,77.0,34.0,71.0,75.0,45.0,19.0,39,6.0,385.0,1500.0,39.0,43.0,24.0,32.0,26.0,44.0,25.0,27.0,17.0
959,361.0,116.0,523.0,93.0,45.0,6603.0,20863.0,2719.0,16049,579.0,908.0,106.0,1556.0,108.0,3.0,2940.0,13065.0,3573.0,5614.0,2950.0,730.0
960,35.0,5.0,35.0,15.0,70.0,46.0,2.0,35.0,27,16.0,30.0,1.0,85.0,22.0,12.0,17.0,7.0,8.0,22.0,17.0,4.0
962,2.0,15.0,3.0,2.0,4.0,110.0,4.0,8.0,35,2.0,5.0,2.0,15.0,1.0,3.0,41.0,36.0,27.0,12.0,19.0,10.0
966,1.0,0.0,17.0,0.0,1.0,9.0,5.0,13.0,27,0.0,1.0,3.0,7.0,0.0,0.0,3.0,7.0,11.0,17.0,3.0,10.0
967,106.0,13.0,50.0,54.0,105.0,337.0,102.0,170.0,172,18.0,367.0,1098.0,94.0,88.0,73.0,80.0,43.0,117.0,97.0,113.0,38.0
972,368.0,1440.0,48.0,292.0,359.0,131.0,21.0,40.0,95,13.0,1935.0,843.0,188.0,188.0,266.0,71.0,20.0,132.0,33.0,31.0,33.0
973,2.0,8.0,15.0,0.0,1.0,69.0,1.0,119.0,67,5.0,0.0,4.0,141.0,0.0,0.0,23.0,61.0,89.0,29.0,28.0,3.0
976,0.0,19.0,4.0,0.0,2.0,18.0,16.0,45.0,34,1.0,3.0,1.0,4.0,1.0,1.0,12.0,1.0,24.0,21.0,14.0,4.0
980,2.0,57.0,4.0,1.0,3.0,33.0,26.0,11.0,93,3.0,6.0,17.0,2.0,1.0,1.0,15.0,10.0,26.0,62.0,17.0,14.0
983,49.0,336.0,41.0,32.0,105.0,37.0,32.0,12.0,64,7.0,410.0,663.0,108.0,30.0,56.0,34.0,24.0,34.0,24.0,11.0,8.0
984,3.0,41.0,194.0,18.0,6.0,419.0,54.0,349.0,328,78.0,16.0,6.0,310.0,4.0,0.0,168.0,52.0,933.0,148.0,162.0,56.0
985,2.0,6.0,0.0,0.0,0.0,5.0,4.0,3.0,56,1.0,1.0,1.0,2.0,0.0,0.0,3.0,14.0,16.0,11.0,3.0,2.0
987,26.0,2.0,52.0,8.0,51.0,32.0,0.0,15.0,12,6.0,42.0,1.0,122.0,6.0,41.0,9.0,2.0,26.0,6.0,13.0,8.0
99,199.0,8.0,241.0,74.0,178.0,125.0,6.0,162.0,134,14.0,1282.0,5.0,505.0,67.0,151.0,98.0,55.0,185.0,63.0,42.0,40.0
991,2.0,24.0,23.0,0.0,2.0,145.0,97.0,332.0,187,26.0,8.0,3.0,38.0,1.0,0.0,101.0,8.0,314.0,70.0,62.0,52.0
992,2.0,3.0,52.0,0.0,1.0,665.0,51.0,270.0,551,49.0,14.0,0.0,66.0,0.0,0.0,276.0,191.0,295.0,228.0,204.0,38.0
996,57.0,64.0,9.0,80.0,74.0,105.0,857.0,40.0,196,3.0,259.0,19.0,50.0,137.0,31.0,55.0,270.0,54.0,53.0,53.0,53.0
998,0.0,10.0,1.0,0.0,1.0,12.0,0.0,15.0,22,0.0,3.0,1.0,0.0,0.0,0.0,2.0,8.0,2.0,9.0,2.0,5.0
999,6.0,19.0,1.0,8.0,1.0,6.0,1.0,0.0,13,0.0,18.0,11.0,0.0,15.0,2.0,3.0,6.0,2.0,1.0,3.0,5.0
1052,1.0,22.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0.0,2.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
17_2,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,3,0.0,8.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0
217,0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
22,0.0,2.0,0.0,1.0,0.0,6.0,1.0,4.0,9,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,2.0
292,3.0,4.0,0.0,1.0,4.0,4.0,1.0,0.0,3,1.0,11.0,0.0,5.0,2.0,0.0,0.0,3.0,2.0,4.0,3.0,0.0
387,3.0,5.0,1.0,0.0,5.0,4.0,1.0,3.0,8,3.0,3.0,0.0,1.0,1.0,0.0,0.0,12.0,2.0,4.0,6.0,6.0
411,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,6,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,4.0,0.0,0.0
44,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0
501,2.0,0.0,0.0,2.0,3.0,2.0,2.0,0.0,2,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0
506,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,2,0.0,0.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
59,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,0.0
607,18.0,0.0,0.0,0.0,3.0,10.0,13.0,12.0,18,0.0,6.0,0.0,1.0,4.0,0.0,3.0,5.0,16.0,4.0,16.0,2.0
643,1.0,1.0,0.0,2.0,3.0,4.0,2.0,0.0,3,0.0,2.0,0.0,2.0,6.0,2.0,1.0,4.0,2.0,1.0,0.0,1.0
753,3.0,27.0,4.0,4.0,2.0,11.0,17.0,10.0,10,2.0,2.0,9.0,2.0,4.0,0.0,5.0,6.0,14.0,10.0,2.0,3.0
79,2.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,9,1.0,1.0,0.0,2.0,0.0,1.0,0.0,3.0,2.0,2.0,1.0,2.0
917,1.0,0.0,0.0,0.0,2.0,1.0,9.0,0.0,23,0.0,2.0,0.0,3.0,0.0,0.0,1.0,2.0,4.0,8.0,0.0,4.0
956,2.0,8.0,2.0,1.0,11.0,20.0,16.0,4.0,16,1.0,2.0,5.0,3.0,1.0,1.0,3.0,15.0,27.0,22.0,3.0,3.0
454,0.0,1.0,0.0,0.0,0.0,11.0,6.0,0.0,9,0.0,1.0,3.0,3.0,2.0,0.0,5.0,0.0,3.0,5.0,8.0,6.0
932,1.0,7.0,20.0,1.0,3.0,48.0,1.0,5.0,26,1.0,12.0,0.0,19.0,0.0,1.0,15.0,1.0,45.0,12.0,3.0,2.0
