strain_id,A_MTX_5-FC.HNM1_RBD2,A_MTX_Fluconazole.HNM1_RBD2,A_MTX_Metformin.HNM1_RBD2,A_MTX_Trifluoperazine.HNM1_RBD2,A_MTX_noDrug.HNM1_RBD2,A_noMTX_5-FC.HNM1_RBD2,A_noMTX_Fluconazole.HNM1_RBD2,A_noMTX_Metformin.HNM1_RBD2,A_noMTX_Trifluoperazine.HNM1_RBD2,A_noMTX_noDrug.HNM1_RBD2,B_MTX_5-FC.HNM1_RBD2,B_MTX_Fluconazole.HNM1_RBD2,B_MTX_Metformin.HNM1_RBD2,B_MTX_Trifluoperazine.HNM1_RBD2,B_MTX_noDrug.HNM1_RBD2,B_noMTX_5-FC.HNM1_RBD2,B_noMTX_Fluconazole.HNM1_RBD2,B_noMTX_Metformin.HNM1_RBD2,B_noMTX_Trifluoperazine.HNM1_RBD2,B_noMTX_noDrug.HNM1_RBD2,T0_noMTX_noDrug.HNM1_RBD2
741,26.0,7.0,10.0,87.0,35.0,5.0,4.0,8.0,10.0,4.0,18.0,2.0,21.0,17.0,6.0,13.0,11.0,30.0,10.0,12.0,1.0
742,58.0,9.0,98.0,260.0,42.0,270.0,124.0,214.0,481.0,101.0,75.0,7.0,417.0,51.0,37.0,836.0,222.0,2015.0,493.0,162.0,85.0
748,4.0,5.0,0.0,5.0,1.0,136.0,4.0,72.0,188.0,30.0,1.0,5.0,1.0,2.0,2.0,203.0,12.0,572.0,182.0,27.0,73.0
749,2.0,2.0,3.0,2.0,3.0,466.0,6.0,144.0,280.0,102.0,0.0,2.0,5.0,0.0,0.0,2283.0,8.0,901.0,190.0,57.0,32.0
754,1.0,1.0,14.0,0.0,0.0,117.0,2.0,58.0,222.0,30.0,0.0,1.0,104.0,0.0,1.0,621.0,8.0,419.0,69.0,28.0,41.0
755,2.0,0.0,0.0,8.0,0.0,5.0,4.0,5.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,7.0,5.0,15.0,5.0,4.0,2.0
756,5369.0,810.0,1608.0,17551.0,29.0,188.0,2467.0,116.0,186.0,70.0,645.0,33.0,472.0,10110.0,18903.0,301.0,24.0,1022.0,132.0,67.0,107.0
760,127.0,57.0,76.0,99.0,57.0,31.0,11.0,38.0,29.0,20.0,76.0,65.0,272.0,38.0,22.0,101.0,26.0,95.0,39.0,29.0,11.0
77,1.0,5.0,0.0,6.0,1.0,6.0,4.0,7.0,4.0,1.0,3.0,6.0,5.0,0.0,1.0,7.0,1.0,6.0,4.0,2.0,4.0
772,6.0,40.0,0.0,8.0,2.0,7.0,14.0,5.0,27.0,4.0,5.0,33.0,5.0,1.0,0.0,17.0,8.0,41.0,8.0,9.0,3.0
775,1.0,7.0,7.0,5.0,1.0,15.0,30.0,21.0,32.0,10.0,3.0,8.0,8.0,3.0,0.0,60.0,52.0,82.0,30.0,18.0,15.0
778,15.0,1.0,2.0,17.0,10.0,23.0,12.0,31.0,38.0,25.0,16.0,0.0,26.0,9.0,4.0,58.0,36.0,59.0,28.0,9.0,10.0
78,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0
782,0.0,3.0,1.0,2.0,1.0,5.0,14.0,20.0,20.0,15.0,0.0,2.0,4.0,1.0,0.0,25.0,9.0,62.0,13.0,11.0,7.0
783,2626.0,265.0,1407.0,980.0,20.0,2172.0,175.0,398.0,2016.0,259.0,3340.0,4558.0,3575.0,1439.0,63.0,5195.0,765.0,5397.0,721.0,232.0,149.0
784,1.0,17.0,0.0,3.0,0.0,3.0,5.0,13.0,14.0,1.0,5.0,17.0,3.0,2.0,1.0,13.0,5.0,40.0,5.0,5.0,2.0
789,0.0,5.0,2.0,1.0,0.0,8.0,4.0,11.0,14.0,4.0,0.0,6.0,4.0,1.0,2.0,23.0,15.0,29.0,12.0,10.0,13.0
790,12.0,17.0,12.0,57.0,15.0,32.0,39.0,51.0,65.0,17.0,15.0,7.0,36.0,23.0,1.0,83.0,32.0,222.0,50.0,12.0,35.0
791,38.0,65.0,14.0,171.0,39.0,20.0,17.0,17.0,31.0,8.0,27.0,26.0,13.0,40.0,18.0,58.0,19.0,120.0,20.0,10.0,17.0
795,45.0,43.0,88.0,94.0,39.0,3443.0,891.0,1912.0,2129.0,1022.0,44.0,7.0,140.0,36.0,11.0,11365.0,228.0,12336.0,1863.0,921.0,261.0
796,1.0,16.0,3.0,4.0,0.0,199.0,695.0,399.0,871.0,424.0,7.0,1.0,16.0,2.0,0.0,887.0,608.0,1749.0,1032.0,290.0,141.0
797,7.0,5.0,1.0,3.0,2.0,5.0,13.0,3.0,8.0,5.0,6.0,1.0,3.0,1.0,1.0,16.0,10.0,21.0,7.0,6.0,1.0
798,2.0,13.0,6.0,12.0,0.0,74.0,153.0,87.0,72.0,74.0,8.0,6.0,9.0,2.0,0.0,303.0,206.0,116.0,115.0,58.0,35.0
800,3.0,1.0,0.0,0.0,0.0,5.0,22.0,8.0,25.0,3.0,3.0,3.0,0.0,0.0,0.0,9.0,48.0,22.0,9.0,2.0,2.0
801,83.0,86.0,55.0,18.0,2.0,22.0,127.0,10.0,38.0,9.0,345.0,946.0,67.0,15.0,6.0,35.0,71.0,75.0,88.0,6.0,86.0
803,1.0,1.0,2.0,2.0,0.0,5.0,6.0,6.0,13.0,5.0,1.0,1.0,4.0,0.0,0.0,8.0,15.0,38.0,7.0,7.0,2.0
804,1315.0,22.0,772.0,182.0,4.0,605.0,1416.0,164.0,401.0,132.0,2583.0,410.0,1298.0,350.0,12.0,3537.0,802.0,1218.0,452.0,69.0,98.0
805,6.0,8.0,4.0,6.0,0.0,6.0,10.0,6.0,9.0,9.0,8.0,18.0,20.0,6.0,0.0,9.0,10.0,20.0,7.0,5.0,1.0
807,1.0,0.0,1.0,2.0,0.0,2.0,5.0,7.0,13.0,3.0,2.0,2.0,2.0,0.0,0.0,8.0,6.0,15.0,4.0,3.0,1.0
808,47.0,12.0,5.0,44.0,2.0,14.0,40.0,5.0,33.0,9.0,62.0,2.0,20.0,13.0,4.0,33.0,60.0,36.0,17.0,5.0,2.0
809,36.0,4.0,8.0,75.0,50.0,11.0,11.0,15.0,10.0,4.0,29.0,4.0,48.0,27.0,22.0,26.0,15.0,43.0,22.0,20.0,4.0
81,3.0,6.0,2.0,7.0,1.0,2.0,3.0,7.0,0.0,1.0,1.0,3.0,2.0,3.0,0.0,6.0,2.0,8.0,3.0,3.0,1.0
811,2204.0,988.0,696.0,1130.0,10.0,280.0,32.0,114.0,392.0,112.0,6610.0,3.0,1237.0,598.0,95.0,1752.0,202.0,1047.0,497.0,76.0,59.0
812,2.0,6.0,0.0,8.0,0.0,5.0,10.0,6.0,8.0,9.0,1.0,0.0,0.0,0.0,0.0,29.0,4.0,38.0,18.0,6.0,5.0
813,19.0,34.0,22.0,87.0,17.0,35.0,37.0,28.0,71.0,28.0,22.0,8.0,35.0,28.0,10.0,75.0,28.0,129.0,45.0,34.0,9.0
819,1.0,11.0,4.0,6.0,2.0,614.0,93.0,105.0,285.0,84.0,2.0,4.0,13.0,3.0,0.0,1449.0,30.0,1027.0,322.0,67.0,31.0
821,1.0,0.0,0.0,0.0,1.0,4.0,17.0,12.0,11.0,9.0,0.0,0.0,4.0,1.0,0.0,20.0,8.0,18.0,11.0,8.0,8.0
823,18.0,9.0,14.0,37.0,12.0,29.0,27.0,41.0,78.0,11.0,16.0,4.0,13.0,14.0,5.0,39.0,36.0,144.0,44.0,21.0,5.0
830,0.0,5.0,0.0,4.0,0.0,2.0,4.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,13.0,1.0,6.0,1.0
833,13.0,18.0,4.0,44.0,6.0,22.0,11.0,21.0,42.0,4.0,19.0,6.0,16.0,12.0,3.0,26.0,9.0,75.0,36.0,16.0,6.0
835,298.0,15.0,175.0,98.0,1.0,234.0,3.0,32.0,127.0,13.0,478.0,1.0,390.0,85.0,12.0,460.0,7.0,616.0,45.0,14.0,127.0
837,33.0,7.0,11.0,160.0,12.0,10.0,26.0,24.0,18.0,7.0,23.0,2.0,20.0,21.0,2.0,27.0,12.0,62.0,13.0,17.0,7.0
838,13026.0,1056.0,14579.0,27473.0,2369.0,6413.0,802.0,1934.0,4540.0,1156.0,21520.0,379.0,27938.0,31530.0,6281.0,9276.0,832.0,14418.0,3293.0,1197.0,856.0
839,7.0,23.0,4.0,43.0,6.0,13.0,9.0,12.0,16.0,13.0,9.0,1.0,28.0,10.0,2.0,22.0,8.0,49.0,14.0,11.0,1.0
841,9.0,305.0,27.0,20.0,2.0,15.0,21.0,4.0,20.0,3.0,7.0,290.0,25.0,6.0,3.0,38.0,4.0,51.0,16.0,3.0,9.0
842,39.0,306.0,10.0,62.0,19.0,25.0,40.0,17.0,22.0,15.0,20.0,136.0,42.0,32.0,16.0,33.0,32.0,40.0,28.0,10.0,12.0
843,15.0,78.0,7.0,18.0,3.0,1517.0,878.0,1224.0,1316.0,646.0,8.0,31.0,15.0,7.0,0.0,5095.0,288.0,3100.0,1628.0,440.0,394.0
848,0.0,10.0,1.0,3.0,0.0,4.0,3.0,5.0,16.0,5.0,0.0,2.0,5.0,0.0,2.0,15.0,5.0,47.0,11.0,4.0,3.0
850,3.0,24.0,3.0,2.0,4.0,1256.0,1607.0,493.0,990.0,277.0,4.0,12.0,10.0,4.0,1.0,3345.0,2141.0,3964.0,1340.0,250.0,134.0
853,49.0,40.0,16.0,30.0,17.0,32.0,88.0,65.0,65.0,27.0,27.0,37.0,30.0,17.0,7.0,85.0,91.0,95.0,59.0,39.0,34.0
854,0.0,5.0,1.0,7.0,0.0,5.0,15.0,6.0,10.0,5.0,1.0,8.0,2.0,1.0,0.0,13.0,26.0,40.0,12.0,5.0,8.0
857,9.0,105.0,7.0,16.0,1.0,106.0,153.0,205.0,124.0,111.0,121.0,12.0,23.0,4.0,1.0,182.0,201.0,270.0,203.0,165.0,182.0
859,5.0,38.0,5.0,171.0,13.0,12.0,8.0,5.0,24.0,7.0,119.0,20.0,20.0,16.0,14.0,10.0,10.0,61.0,8.0,5.0,4.0
860,24.0,44.0,9.0,120.0,48.0,11.0,22.0,34.0,20.0,15.0,18.0,13.0,33.0,37.0,23.0,27.0,37.0,65.0,28.0,25.0,3.0
862,44.0,10.0,33.0,165.0,49.0,27.0,11.0,47.0,52.0,20.0,39.0,2.0,63.0,43.0,21.0,56.0,22.0,113.0,59.0,44.0,7.0
868,1.0,1.0,2.0,3.0,1.0,3.0,27.0,5.0,9.0,3.0,3.0,1.0,6.0,3.0,0.0,3.0,3.0,14.0,2.0,0.0,3.0
869,12.0,0.0,0.0,2.0,5.0,2.0,4.0,2.0,5.0,5.0,6.0,7.0,6.0,3.0,3.0,9.0,3.0,30.0,4.0,3.0,3.0
87,3.0,19.0,5.0,3.0,3.0,4.0,1.0,5.0,20.0,4.0,1.0,13.0,22.0,2.0,0.0,8.0,1.0,22.0,12.0,6.0,10.0
870,2.0,1.0,0.0,1.0,0.0,4.0,7.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,13.0,2.0,2.0,1.0
871,0.0,7.0,1.0,0.0,0.0,1.0,2.0,2.0,3.0,1.0,4.0,1.0,2.0,0.0,0.0,2.0,0.0,11.0,1.0,1.0,0.0
879,0.0,0.0,0.0,2.0,0.0,3.0,2.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21.0,4.0,1.0,4.0
880,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,51.0,3.0,0.0,0.0
882,0.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,22.0,2.0,0.0,1.0,2.0,0.0,0.0,20.0,1.0,68.0,2.0,1.0,0.0
887,0.0,0.0,1.0,4.0,0.0,3.0,27.0,10.0,24.0,15.0,0.0,0.0,2.0,0.0,0.0,16.0,8.0,45.0,11.0,2.0,11.0
888,9.0,1.0,2.0,19.0,2.0,4.0,6.0,3.0,1.0,4.0,7.0,0.0,9.0,10.0,2.0,4.0,6.0,3.0,8.0,10.0,1.0
89,81.0,374.0,5.0,121.0,204.0,9.0,121.0,11.0,9.0,10.0,54.0,345.0,18.0,71.0,32.0,29.0,67.0,42.0,14.0,9.0,11.0
892,0.0,0.0,0.0,1.0,0.0,6.0,28.0,1.0,1.0,2.0,0.0,4.0,2.0,0.0,0.0,3.0,55.0,2.0,3.0,1.0,2.0
897,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0
904,1.0,0.0,0.0,7.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,6.0,0.0,1.0,0.0,3.0,2.0,0.0,3.0
91,11.0,23.0,3.0,11.0,4.0,223.0,74.0,254.0,301.0,116.0,6.0,52.0,11.0,4.0,3.0,1329.0,247.0,724.0,337.0,81.0,94.0
911,21.0,10.0,5.0,18.0,6.0,11.0,5.0,10.0,12.0,8.0,25.0,11.0,19.0,7.0,1.0,12.0,7.0,25.0,18.0,13.0,8.0
916,72.0,0.0,91.0,764.0,2.0,174.0,188.0,84.0,168.0,94.0,237.0,1.0,103.0,601.0,2.0,441.0,0.0,501.0,124.0,47.0,14.0
923,0.0,2.0,0.0,3.0,1.0,24.0,10.0,11.0,11.0,5.0,0.0,2.0,0.0,0.0,0.0,77.0,19.0,64.0,13.0,5.0,23.0
924,1.0,4.0,2.0,1.0,0.0,2.0,5.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
930,6.0,0.0,0.0,1.0,2.0,4.0,3.0,6.0,4.0,1.0,2.0,1.0,1.0,0.0,1.0,12.0,3.0,12.0,3.0,3.0,3.0
931,9.0,18.0,4.0,9.0,2.0,2.0,11.0,7.0,11.0,9.0,8.0,1.0,4.0,4.0,2.0,10.0,2.0,22.0,16.0,7.0,6.0
933,9.0,12.0,0.0,11.0,4.0,0.0,6.0,1.0,3.0,2.0,13.0,6.0,4.0,2.0,1.0,4.0,0.0,18.0,10.0,5.0,0.0
936,178.0,20.0,186.0,107.0,3.0,83.0,3.0,198.0,34.0,76.0,181.0,8.0,474.0,163.0,1.0,241.0,1.0,567.0,240.0,45.0,41.0
937,4.0,4.0,0.0,7.0,0.0,2.0,2.0,5.0,29.0,8.0,2.0,0.0,2.0,3.0,0.0,15.0,1.0,36.0,6.0,6.0,1.0
939,7.0,9.0,4.0,26.0,3.0,5.0,5.0,8.0,10.0,5.0,7.0,6.0,8.0,17.0,2.0,14.0,4.0,24.0,8.0,6.0,3.0
94,23.0,109.0,3.0,25.0,14.0,8.0,13.0,5.0,9.0,2.0,24.0,133.0,48.0,18.0,6.0,10.0,10.0,39.0,5.0,7.0,4.0
941,1.0,0.0,3.0,0.0,0.0,2.0,3.0,4.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,10.0,2.0,0.0,2.0
942,4.0,1.0,0.0,10.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,0.0,0.0,3.0,1.0,6.0,1.0,9.0,4.0,3.0,2.0
943,0.0,3.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
945,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0,1.0
946,2.0,1.0,0.0,3.0,1.0,4.0,6.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,2.0,1.0
953,5.0,4.0,0.0,13.0,0.0,0.0,4.0,4.0,0.0,2.0,6.0,4.0,1.0,6.0,0.0,2.0,2.0,11.0,2.0,5.0,2.0
957,2.0,21.0,3.0,2.0,2.0,1.0,12.0,4.0,4.0,1.0,5.0,8.0,7.0,5.0,0.0,16.0,5.0,14.0,7.0,3.0,1.0
959,13.0,0.0,4.0,14.0,4.0,38.0,163.0,122.0,56.0,64.0,94.0,3.0,7.0,16.0,0.0,145.0,40.0,73.0,206.0,64.0,27.0
960,48.0,14.0,23.0,60.0,46.0,14.0,3.0,11.0,17.0,17.0,26.0,3.0,51.0,23.0,7.0,31.0,3.0,21.0,33.0,11.0,4.0
962,2.0,3.0,1.0,5.0,7.0,3.0,9.0,11.0,8.0,2.0,7.0,0.0,1.0,0.0,0.0,14.0,3.0,14.0,6.0,1.0,2.0
966,1.0,0.0,1.0,3.0,4.0,2.0,3.0,9.0,5.0,1.0,4.0,0.0,4.0,0.0,0.0,8.0,4.0,24.0,4.0,2.0,3.0
967,8.0,5.0,5.0,4.0,4.0,14.0,11.0,9.0,3.0,16.0,9.0,4.0,14.0,4.0,2.0,20.0,8.0,21.0,9.0,13.0,5.0
972,39.0,294.0,3.0,14.0,32.0,2.0,11.0,6.0,2.0,1.0,14.0,310.0,11.0,42.0,17.0,13.0,5.0,13.0,2.0,6.0,4.0
973,2.0,1.0,0.0,0.0,1.0,3.0,7.0,5.0,3.0,3.0,2.0,3.0,3.0,0.0,0.0,11.0,3.0,15.0,11.0,2.0,2.0
976,2.0,5.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,0.0,1.0,10.0,2.0,9.0,1.0,3.0,7.0
980,5.0,20.0,0.0,7.0,2.0,7.0,15.0,9.0,9.0,6.0,0.0,18.0,2.0,1.0,1.0,14.0,6.0,12.0,12.0,3.0,0.0
983,13.0,165.0,6.0,14.0,3.0,3.0,2.0,3.0,16.0,3.0,10.0,123.0,10.0,6.0,8.0,18.0,2.0,23.0,3.0,1.0,2.0
984,2.0,7.0,51.0,10.0,0.0,1173.0,37.0,1308.0,639.0,659.0,2.0,8.0,61.0,5.0,1.0,2121.0,24.0,7016.0,523.0,466.0,112.0
985,1.0,2.0,1.0,1.0,0.0,5.0,3.0,5.0,15.0,2.0,1.0,6.0,2.0,0.0,0.0,8.0,0.0,23.0,3.0,3.0,0.0
987,11.0,1.0,1.0,4.0,3.0,2.0,5.0,5.0,15.0,1.0,3.0,0.0,13.0,3.0,1.0,11.0,10.0,14.0,2.0,2.0,2.0
99,11.0,5.0,4.0,6.0,2.0,7.0,10.0,5.0,5.0,8.0,12.0,0.0,5.0,4.0,2.0,8.0,3.0,11.0,12.0,2.0,6.0
991,2.0,1.0,1.0,9.0,1.0,3.0,6.0,5.0,5.0,10.0,0.0,1.0,1.0,2.0,0.0,12.0,27.0,13.0,12.0,5.0,4.0
992,0.0,2.0,1.0,3.0,2.0,510.0,34.0,179.0,413.0,157.0,2.0,3.0,1.0,1.0,1.0,3399.0,39.0,1381.0,263.0,90.0,19.0
996,1978.0,30.0,217.0,302.0,40.0,100.0,178.0,65.0,186.0,52.0,2860.0,1118.0,246.0,407.0,20.0,576.0,533.0,331.0,243.0,51.0,67.0
998,3.0,10.0,0.0,3.0,0.0,1.0,4.0,1.0,0.0,1.0,5.0,2.0,3.0,1.0,0.0,4.0,4.0,4.0,1.0,0.0,2.0
999,8.0,53.0,1.0,14.0,14.0,1.0,0.0,0.0,2.0,0.0,9.0,9.0,6.0,5.0,2.0,3.0,1.0,4.0,3.0,1.0,0.0
1052,0.0,7.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,5.0,2.0,0.0,0.0,2.0,1.0,6.0,1.0,0.0,0.0
17_2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,8.0,1.0,1.0,2.0
217,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
22,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,1.0
292,1.0,1.0,0.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,3.0,2.0,0.0,0.0,0.0
387,2.0,7.0,2.0,1.0,2.0,1.0,0.0,3.0,12.0,0.0,3.0,4.0,2.0,0.0,0.0,5.0,39.0,14.0,1.0,0.0,1.0
411,7.0,0.0,1.0,10.0,4.0,0.0,3.0,1.0,4.0,0.0,14.0,0.0,1.0,1.0,2.0,7.0,6.0,9.0,0.0,0.0,0.0
44,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
501,3.0,0.0,0.0,12.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,4.0,2.0,1.0,0.0,1.0,1.0
506,1.0,1.0,1.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0
59,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0
607,4.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,4.0,0.0,2.0,0.0,1.0,0.0,1.0,15.0,2.0,15.0,2.0,0.0,2.0
643,0.0,3.0,0.0,1.0,0.0,2.0,2.0,0.0,3.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,8.0,1.0,0.0,1.0
753,4.0,5.0,1.0,22.0,0.0,2.0,2.0,2.0,9.0,0.0,2.0,8.0,2.0,0.0,1.0,3.0,3.0,19.0,3.0,1.0,1.0
79,4.0,0.0,0.0,7.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,4.0,2.0,0.0
917,2.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,10.0,3.0,0.0,2.0
956,0.0,6.0,0.0,11.0,0.0,6.0,6.0,3.0,12.0,2.0,0.0,5.0,1.0,0.0,0.0,6.0,1.0,33.0,5.0,1.0,1.0
454,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0
932,4.0,4.0,1.0,7.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0
